EV1-L,EV1-R,EV2-L,EV2-R,OccFus-L,OccFus-R,pFus-L,pFus-R,mFus-L,mFus-R,pMTG-L,pMTG-R,aFus-R,mMTG-L,mMTG-R,aMTG-L,aMTG-R,IFG1-L,IFG2-L,IFG2-R,TPJ-L,TPJ-R,MPFC-L,MPFC-R,dPreCun-L,dPreCun-R,mPreCun-L,mPreCun-R,vPreCun-L,vPreCun-R
11349.213283687704,10343.355442180091,9169.6184872076901,7654.3392273209993,8998.7169386429723,10755.919958253618,10460.538134660748,10508.447617735335,11025.124176496874,9248.2996115151109,8083.6029612766133,7958.7360536838987,6448.6156875092156,5519.3751189788572,7813.9796368773159,9232.1022247155597,7064.8862734767026,8017.9252776990443,8669.7431344881206,9361.6580778269963,8924.948285416991,10956.851332603723,6968.1191156420755,8148.0997466320996,10631.108957603854,10790.151105571753,11755.160958696371,12586.807922501086,12129.537455124275,12673.493714750184
11407.376399652729,10382.777775715978,9202.5057606937971,7698.4887197608159,9080.6856630065977,10806.767786504748,10521.341028812702,10586.720050735375,11071.515887812795,9303.5823488081314,8140.514271578174,7986.0583848335637,6480.3346646014515,5495.6126246968297,7841.6162607540491,9218.7520547713048,7049.5634726016669,8011.2360030163572,8673.694092476775,9388.7826313789828,8896.1059201203752,10998.577842683017,6959.6596543859623,8185.4334152083902,10690.162770827974,10890.614915520797,11748.725290995835,12628.809106316114,12106.146927764152,12622.326456324419
11362.590986052939,10310.468327059396,9162.0529001846808,7658.0767848193118,9022.9613293616276,10777.929511459506,10496.528425145367,10554.689405252046,11021.688194364857,9231.4152777044055,8118.905273601561,7959.1761153922316,6450.7512512329158,5496.2404424863507,7801.1375790818793,9232.0791688290647,7034.9661247260456,8000.8315581930119,8697.8924967212824,9363.1389949354616,8896.9400873442482,10938.513779565665,6962.7564706662051,8126.672449759888,10632.027719029624,10790.328585934574,11742.527722165141,12614.787107694858,12103.839287688805,12630.76637377979
11340.47026256776,10337.738424584813,9247.0281937785494,7653.921011378774,9012.1444548848867,10783.427039913462,10429.56087838187,10510.651343788282,11004.1884953831,9242.2163789614915,8117.1304027464294,7963.8413771427831,6457.6899651910662,5481.6529169787336,7808.7081511703436,9232.4236227512374,7036.413136948885,8072.5132425145684,8725.3164753952587,9411.157492953429,8856.4798353407296,10897.927944715886,7047.8951897706429,8190.5772085287927,10656.322797798952,10824.130621276678,11728.266850320444,12546.213242664964,12141.623237402899,12641.660039550547
11414.433121963506,10445.292908825897,9313.4791357503345,7758.9577680196135,9074.6242346704366,10816.693463308011,10553.351621696191,10601.491756486022,11052.191971011429,9324.0528836324484,8141.9922149274225,7933.4279273185557,6501.5072762674117,5457.9786772382304,7765.0272575074296,9264.5413647349033,7055.0051766348661,8032.0713347394558,8683.6496635196072,9371.1387619237976,8843.0423140862786,10924.578819779179,7056.0167404906952,8189.0283913919284,10682.822016012831,10872.748068654779,11676.31520494588,12623.284211727398,12079.25085340511,12650.0944026791
11418.119149614724,10364.814350278168,9214.689471271,7704.3625433457319,9054.984311057191,10795.710515890039,10555.917675275317,10594.569054378389,11051.980962854745,9284.6946942946633,8116.5991994941051,7922.6443105857197,6485.5584420537598,5471.6618484481669,7760.3112899260768,9210.2484000533259,7017.7156385771141,7964.4389859557832,8638.1635096301943,9338.7819484282118,8848.4306593407237,10919.058382705543,7040.2248125110918,8126.4050865575464,10672.595119469875,10858.711135066813,11684.804373801049,12606.34809314433,12077.718145002382,12618.711365221281
11308.897959841941,10317.713299852745,9256.7037588983021,7688.3770405867954,9010.7428722867862,10720.264984949832,10434.971263457661,10477.305748149531,11020.495021227292,9265.765085307783,8092.0643382921844,7865.0994563446147,6468.1759340071958,5421.0686748288663,7725.0188168337681,9203.5625220270394,6992.1380002655424,7989.8253172310151,8638.0688653855614,9348.4488843642594,8819.1941122815824,10851.743536744174,6942.6426864258838,8136.0351472844932,10663.005972269564,10830.28591763031,11632.275598432218,12474.351646237581,12032.486427673464,12553.830995342019
11314.575720350138,10319.753426369858,9146.114408346315,7619.1519691387493,9008.1609062325551,10756.413298166186,10479.492776036868,10555.991483589951,11035.037247549699,9278.5871164069304,8055.7966932765294,7897.3097648185603,6473.6373969690421,5477.6414360357994,7744.8013388414192,9215.8716968602948,7013.3487915098958,7928.5699314347221,8616.4343141856461,9381.8913577174353,8823.4023145438714,10874.563383026178,6988.984453893815,8130.0656227962145,10608.100598051215,10791.407173935648,11630.20576394672,12506.360222677362,12024.925109529095,12557.935607791858
11388.181547381435,10314.944712778075,9085.9066624593488,7535.3639162427462,8958.7312368679013,10679.865422837267,10487.162932280273,10510.209011422337,11026.154124529843,9307.1304711124285,8086.3501653358371,7929.1981041302206,6446.244508881924,5478.8071257683605,7815.3110984609384,9216.599596646829,7025.3878903272962,8008.2060604880635,8634.8431235884073,9390.8811940325413,8889.3258746931006,10966.080487056566,6996.6081966851816,8163.5815323472843,10667.283755546554,10837.677042769252,11721.611491976577,12570.277551509627,12097.337869971989,12620.43378090982
11331.37250515672,10325.049747771713,9181.8536920376755,7610.6219661096047,8971.8076053575533,10759.035915622031,10459.32266636354,10547.486085605804,11014.229534540964,9219.7158352167717,8074.4224769949033,7939.1111084379381,6464.6987080288627,5483.0194319159109,7785.4042935553525,9212.221885022067,7035.0170417768068,8002.6598983731392,8680.1796978470811,9360.0325318731502,8892.0369166938926,10953.279815275289,6991.538713489309,8146.8803666509739,10649.672471227337,10829.382763875974,11739.291394329694,12593.514819952636,12107.627505007897,12630.392485931206
11397.407603668284,10420.890979686519,9294.3383733201572,7704.1464398869994,9058.455850168446,10814.823727006618,10555.413022501494,10618.571195723778,11072.214377067454,9354.0238445422547,8123.6732600429714,7979.6255158533431,6511.8946509483039,5492.3916927533037,7809.5672266280162,9272.9003831371992,7053.2850784949951,7999.6570236376447,8671.8017108009426,9427.280675584152,8873.9969394985528,10976.057070796754,7002.5800894240165,8191.9524374923722,10668.869981255995,10876.021114829526,11750.180031717222,12680.273731976149,12123.385259023111,12670.19466934414
11343.559339828505,10315.804130220145,9154.3542130148126,7653.590159389656,9032.7918100130246,10748.070836903909,10537.833289231065,10593.881509335826,11076.481361678951,9293.3373410869244,8096.0225692063068,7933.8599339762641,6479.8690318091585,5473.938548759088,7777.0156982117478,9207.7501231291953,7049.4279720888817,7924.8642154488507,8638.0475749852794,9378.5050765834603,8852.6048088841908,10919.126488186548,7016.4607131106168,8154.7371127414926,10711.397524925871,10875.611588645857,11718.215137393348,12646.850852336587,12150.400218765084,12665.978113017667
11342.076826552129,10316.989494186928,9151.4928014422421,7662.7675198913239,9023.9600842807849,10752.240315545418,10478.22383616146,10538.577468383426,11063.454594339375,9286.7167777863579,8100.7516942824604,7927.9488397774376,6474.8404970816473,5432.7504039710375,7807.9103723988756,9263.7984713464302,7038.5348836029571,8013.8400676030833,8694.6567467702353,9403.5794298912751,8884.2391289755906,10964.514194761898,7035.5937074168351,8197.6172616670374,10759.12188792334,10922.054391856695,11719.681439072045,12631.886637591377,12152.045026329833,12650.294546363079
11423.951697040218,10391.737577221133,9277.6173633974431,7745.0465492624417,9039.9280816221453,10810.603077827011,10509.407952392714,10605.140534153048,11030.993946919003,9258.3167783146509,8095.5240863021809,7922.2528090153537,6482.5115055901779,5447.9519706791434,7747.1453281941049,9255.2542118378897,7015.1262328256635,7988.2930370760232,8701.3806759317158,9426.7836735234141,8855.7679992067715,10959.830347554793,7060.084484749892,8166.1352271988999,10732.256987726361,10917.648987673554,11712.840512363859,12633.679111114889,12111.204907584644,12620.632653817582
11495.19463933129,10407.518154302439,9273.6949285810115,7770.9990367598975,9066.7662507853383,10771.982512835548,10587.273873501623,10589.644679716537,11089.879781677639,9351.11804953315,8164.9514628980969,7951.791222036647,6519.246024502093,5490.7074512952286,7814.4321293532248,9260.4514143474571,7044.4676687499177,8061.3380183586605,8690.1426216631207,9454.6098112411219,8858.4940893910207,10960.306170475855,7021.7918779429774,8170.3795079416659,10714.207205346911,10905.452469681137,11688.386091500715,12589.962473691659,12102.661130695216,12626.578460066987
11386.409836716575,10371.039457963263,9296.9337590976156,7855.2870737268913,9070.7158600346283,10784.802955481569,10521.965535236275,10566.38968974188,11052.018286134666,9288.3759439661299,8143.8254641782678,7928.9388223961196,6505.5927005142867,5456.0411958386785,7787.5512511465149,9210.0883440181187,7035.9609552923339,7999.6013184210215,8683.333718437445,9397.3599963715751,8845.0975879249145,10931.897245034068,7016.5956053965165,8161.8893665093783,10717.776244505052,10918.445712218534,11694.647617060502,12586.293290196785,12109.044724120597,12629.081553476748
11396.383844187196,10387.087362166287,9319.8013798160137,7836.7510182378674,9079.537562407364,10815.385232048469,10506.815466700316,10607.210088262536,11050.158601686073,9283.3575450082935,8134.0516849877977,7911.875410909377,6444.4991097875463,5465.731600661109,7776.2459407246215,9231.0696690454861,7014.0012299980244,8022.2101321380242,8712.3758090691354,9397.4783780833222,8861.575059417939,10931.214964348068,7034.8234282930762,8142.3393238876624,10683.776258582313,10854.266928715082,11738.676801780275,12614.567308139325,12124.914154713882,12659.091740644133
11362.012763976096,10299.473706968853,9113.5280295890698,7684.8355470165834,8988.2841595099999,10726.32347765291,10502.063744904946,10526.840180684731,11031.867463655686,9292.9216678434477,8123.013769934947,7932.8138452427092,6491.5784928552639,5445.1621456178109,7780.1322318845905,9231.5877120520399,7013.9997104234808,8031.4526599103583,8672.9797619873934,9403.3607361682407,8871.3988883168204,10912.187899787958,7056.3125709878877,8178.7098050322811,10686.004829645981,10844.974688295904,11701.29039489446,12559.390777280661,12115.593591636529,12639.181541192127
11405.150849249754,10303.633724623242,9117.7910753400392,7627.1306202245287,8980.7370133894692,10760.353006591966,10471.512291525896,10549.775439781699,11034.431357291644,9269.7443191783932,8111.677505707089,7951.9617452730763,6461.0202350500676,5462.4827317693034,7798.345980503902,9228.5656993147168,7046.0294610411529,7997.5136563032074,8665.8025360527372,9407.7108122545069,8890.5220877695428,10933.359302284067,7034.2982476757188,8158.9231071069935,10700.133112376643,10898.765153142227,11750.142099412889,12678.456625538749,12178.963273922509,12711.466082256597
11404.784270350059,10313.617506864857,9127.2335388574229,7629.9957799380463,8937.1468239684182,10738.179956499574,10475.769008660973,10522.827175624801,11069.19375048499,9301.8617319111836,8128.2421134268125,7960.7581354843069,6500.1251318453833,5497.7827943928496,7829.0765698074247,9278.1496979495132,7058.1433388258001,8039.3282163053491,8695.9053128533178,9450.947617836162,8936.4315584580636,11014.820083339329,7085.4317179817153,8194.2323066659646,10732.007056379698,10919.234028058207,11793.228568575825,12747.034956294468,12217.045413990445,12732.060246591602
11344.769657837245,10270.390912278788,9143.4977794826827,7683.0090162844899,8985.2724756967418,10702.645406853728,10449.661613472692,10523.48635100751,11044.545117775255,9260.6522482509808,8120.501483285163,7923.5703748019187,6518.3546661262299,5483.9867609176517,7765.4972060824948,9250.7150095526758,7057.630287582293,7981.8964277037421,8704.7102262659228,9374.5587220266389,8878.6775314893566,10962.799817353203,7047.7752499365706,8171.4864828062664,10727.184483757874,10899.531454910137,11729.649763352985,12652.061897364212,12095.631116029492,12598.868966686834
11450.664230462304,10381.933832488477,9306.0668238071339,7806.9852535134914,9075.4603024827029,10825.471684467002,10522.710240463379,10593.338066113405,11094.317223125561,9303.6057189660205,8146.7245511200008,7959.2508898755541,6480.2889991926086,5501.4528068564605,7793.5676563064144,9261.0968560644433,7046.0383221237425,8043.0012647991316,8692.2864618090935,9437.2015588526392,8887.3243469441659,10997.426462582162,7062.9223974944816,8188.7226539459416,10742.544899533636,10935.243904548617,11764.106374351737,12702.288889149426,12134.118879171268,12675.081631581035
11468.056529836347,10435.556330030435,9337.324423397482,7857.0611577971467,9153.7503256518012,10871.383235487343,10602.584134490688,10641.225274903192,11103.019271966275,9353.3016591719843,8129.7171403186339,7976.6780859796045,6489.7623710107418,5461.3902308058614,7803.2161515633543,9240.3367754258925,7058.0927892779655,7986.4164003918986,8649.9071073735649,9427.4746178342266,8905.2344605160961,10999.874571324548,7020.2631298751339,8160.7586683760328,10695.902628030814,10895.652069613747,11762.936606323958,12700.751654518177,12166.720340248939,12701.869749293828
11432.573488669832,10366.607722846349,9222.7642055001525,7781.7474257262393,9091.7738733917322,10812.328766584404,10518.170169370824,10622.073901555059,11052.534251792013,9294.9133836146339,8108.7561524157418,7950.5090187746591,6476.4414598882258,5494.1444075523141,7832.1625419361953,9274.6571167955772,7059.7989406898696,8020.385456041362,8701.9252249127712,9400.1925386621751,8928.3004688419842,11009.975388409201,7019.654083582398,8152.0744719115246,10676.798038347199,10860.116716617727,11786.381391710745,12671.476075024477,12205.476372749436,12729.473212584129
11364.04697017183,10369.947704100576,9224.9259743657985,7747.393919451988,9065.607156644628,10832.831196505807,10471.884176733174,10611.228184728789,11045.541396036742,9274.8847081602071,8091.716947637623,7943.2279772805578,6482.4843010539425,5487.3606302087355,7799.4227778663098,9248.354667239968,7052.3025192372161,8015.6815470689417,8688.6355639003687,9396.3993871674211,8939.7716120291752,10962.281622016475,7031.8498125365213,8171.4705003052095,10665.766841437884,10846.104949885892,11751.799219953624,12627.47401667152,12144.705284790212,12643.700786407551
11436.800709995263,10416.946905767834,9358.0477038048884,7795.0819324962749,9141.3395895906779,10875.685112585114,10577.786391499247,10655.939571902622,11066.713715076648,9326.8834604566564,8165.454002833817,7983.5254845817999,6501.9966085304995,5539.9402545814055,7834.6549012209616,9270.0787444162906,7043.2768039381272,8056.0544643308967,8704.1604728844504,9450.2452484131572,8921.9187586491698,11013.968112873832,7007.6942428560478,8190.3142507876646,10678.488362361033,10865.256071500675,11796.327201800772,12751.544104219591,12144.574678058882,12728.752980470008
11418.551740537421,10367.744707405656,9250.9652982652678,7772.0281675438364,9106.3628515274377,10822.550276149375,10607.746558507411,10605.756478543561,11097.114998781788,9345.5364658484759,8132.8074994865938,7973.4602836097793,6476.8078998123246,5470.1130252338698,7819.564456271275,9219.4128011846515,7036.7532550110373,7999.3054484264949,8656.1164974304811,9396.6072341089894,8873.6607926563429,10971.00277376405,6981.4820575177382,8159.6841464773579,10666.3730267225,10830.388957537551,11768.709340161606,12747.688450525786,12215.696823613433,12790.606772069854
11384.016955992663,10387.610240725609,9216.1249344357766,7749.0594936706539,9037.891971404686,10823.473285644803,10522.568281885404,10566.022684138643,10998.000039570123,9218.9584627566692,8086.4579259686352,7958.2072832062686,6434.0608554839018,5515.258706961743,7809.6484123418168,9258.5514306542882,7049.6269212325997,8041.0521400565567,8704.9509092277622,9442.3973150784241,8933.9137647315274,10973.368829475543,7024.1855004329564,8174.1552508604864,10640.52509513457,10824.099137024494,11792.939149066831,12706.101439470236,12199.971054304126,12730.213066605604
11432.629411223037,10432.694760672292,9280.9416949563638,7754.0158392966914,9085.4715357855694,10858.71948371307,10567.610613355142,10629.591336634374,11087.389558658888,9312.1252507923091,8158.148761786053,7974.0718530784907,6478.5138556011407,5499.6528541559455,7850.3107335642944,9244.6048322598435,7059.0203332796164,8032.2557795180628,8679.5901042471633,9434.6026842123756,8943.2093617401733,11002.493517146797,6947.3560738619371,8156.2484059173876,10711.470225226994,10901.240620708266,11770.888060672607,12727.148106577371,12188.183674410675,12725.614269439899
11314.567679199459,10332.182653170727,9189.6881681899686,7696.1952190865904,9014.3622568541923,10763.73236228052,10553.914810936481,10598.246967579889,11083.454438447412,9309.3763765346703,8142.0448792352099,7937.44845745765,6497.7392046731602,5486.1745930552406,7794.7249714363861,9221.4938924880389,7030.9621319943626,8019.3184223710605,8663.1857121538815,9377.1780575828652,8867.0688248277802,10940.02163968585,6944.6667251212457,8149.8914886892853,10685.83112050964,10844.476629039911,11702.204962971258,12603.432447622716,12089.789928880136,12633.877393064966
11340.906036349443,10355.862525185361,9206.2582961887911,7689.0564498699014,9021.5270963845887,10750.50233036962,10447.186368314207,10512.073178054288,11018.732336233439,9269.23235782544,8121.0694220461692,7949.4380002218668,6481.7025099081702,5483.3515074939596,7815.756405981886,9241.4485103211355,7047.1451107281819,8006.7304642089948,8671.0031415633239,9360.4608480400111,8878.359435233453,10929.478112928724,6964.6304139072099,8152.9655134484192,10633.608949412517,10792.439290537764,11674.075606770046,12568.333429323924,12066.879200129668,12610.398949075321
11423.922506443238,10443.486109030648,9282.9867882687322,7719.608796775442,9044.6881631145789,10801.576297775531,10519.689222685149,10590.584442773792,11027.111404001831,9307.7600616206964,8137.2882815716493,7966.9431683405019,6495.8739804294464,5511.6970340712078,7823.5217653760928,9266.9884090298729,7075.7740794699721,8038.1755831829969,8695.4886124239401,9463.5390245820818,8939.7355747839338,11018.478033479887,6980.5403787935065,8180.3209236430139,10666.573229507341,10870.502740704564,11741.555946132597,12671.640089067343,12132.675193135661,12697.782983951063
11467.849527327751,10388.863733054759,9255.7124638762889,7735.9858903513423,9057.6829094241675,10786.473502202865,10578.14044926176,10630.05707065412,11054.596521262551,9293.1837587758509,8141.4963646518845,7956.4522098427988,6495.7528454375542,5506.9064480095722,7794.1615378240558,9262.1965680955273,7060.784123268385,8010.6909926038043,8659.7536983968967,9430.8156669236705,8928.5067665884199,11013.923973359129,6963.3025257178297,8148.0403385874488,10728.874722951063,10906.7947381134,11699.286440828731,12635.380503943707,12076.856433571749,12625.887496575255
11381.863190890677,10385.878594408747,9273.8088809926448,7774.2085641744552,9068.2024771909528,10779.813430771179,10492.467963440715,10583.605339039323,11061.667790454039,9283.4699473750479,8117.2896509878092,7922.8216541213305,6502.1575329008547,5452.3550987486806,7789.778224500239,9197.8759902535148,7037.9945594304154,7977.0162787352529,8637.6007314332419,9409.9676564806978,8875.2822924406973,10953.766535559605,6915.1392883944472,8156.200696302104,10727.920846663927,10884.702507686448,11705.879196130154,12554.638695251449,12051.206154703725,12615.280343576527
11383.893384588662,10413.458974130301,9305.2096401520212,7797.87754734797,9115.8163527398774,10804.868426045006,10531.036951952074,10576.600273930351,11010.198230056278,9271.3085539490057,8104.5032863685701,7948.2507353651481,6474.5447365436057,5462.737551235321,7809.9075440318511,9232.5513257258481,7034.8122496292099,7997.3117270486964,8662.5687536744317,9416.8354509414421,8882.3291137730594,10934.660709682803,6929.1609429441914,8143.6735940185572,10630.639037562296,10860.041272199373,11702.899023572894,12593.765271055774,12079.762929964128,12659.409492295128
11393.90196250235,10358.410700462409,9182.8824584090216,7701.0448796538694,9048.3923803515008,10739.785067841369,10548.345983973773,10549.776991875484,11024.67537548029,9291.4953186251241,8134.5221138838651,7960.2935853102736,6479.616605885697,5485.5585802611931,7814.2754714015546,9243.7612824607695,7030.1198244830985,8019.5468808655751,8648.1098052343223,9389.5826408063676,8890.2031163993961,10951.5879886494,6938.8893617886461,8139.8698404659281,10655.414318919438,10833.928976430572,11713.370086661007,12549.94028846585,12045.136469200415,12563.077197002483
11362.020282659114,10374.112562075881,9179.3191546581147,7679.1287046834696,9024.1645810590599,10782.999445028829,10474.046020959206,10528.075371611558,11068.270251076081,9249.0019014575682,8100.3444324830525,7922.5586416043461,6465.5407954422553,5487.1314440682672,7734.8484697245349,9207.6959527068466,6988.48142461917,7998.3171426477666,8675.293349183281,9331.9565599090765,8863.3910145736227,10873.019240729058,6925.1166517809143,8100.2955110709981,10634.57882355213,10798.015838972922,11663.972032445747,12435.66001044095,12095.442856205405,12568.940830347532
11377.513070319123,10393.20525393682,9216.8984077491077,7656.1913621065642,9070.5971847817673,10828.177714820518,10587.174802226467,10609.447212191131,11086.851881231063,9311.9039677733545,8123.2238745885415,7967.4207303700659,6466.1789617616187,5480.9112987704639,7795.6406616825643,9226.8872135856345,7019.6171670309304,8043.4519403247023,8694.1867902731901,9391.5270899540646,8886.0205061881625,10935.523350465741,6945.0662081299179,8142.8705597341241,10670.18749647704,10866.709450909115,11778.375070950042,12670.845832346002,12177.000346268216,12707.987299281471
11362.990680861461,10338.201790470381,9147.0408139621431,7625.9352016016646,9044.9544977720707,10773.79341010116,10583.937738751267,10615.533567032173,11072.704661276415,9312.9575501281561,8095.3606001744847,7968.678466738419,6477.7994588467373,5473.8777844571787,7794.6512249572615,9208.1653036517419,7010.3885119815268,8019.4083202570309,8657.5194916174223,9329.6952568677207,8854.8546565829038,10899.420995383531,6940.1223793568724,8132.9365250432638,10626.142402061852,10783.602137652821,11739.323830722607,12651.759528404751,12167.052294241757,12699.211902524081
11395.258865283355,10389.236098452979,9166.5496089100725,7653.6655191661694,9035.5203484717258,10773.95213846245,10519.269677828408,10568.46886860517,11080.351144144339,9310.327176330562,8114.1601484161374,7980.9183186738546,6488.1457029663043,5499.2281797441192,7803.9359237266553,9265.1931516759432,7048.0718298887405,8041.3436123089559,8702.8599649871721,9384.1945623242791,8896.326856785372,10987.918530480565,6976.5341747028197,8126.6872935160654,10729.112248763879,10905.487800886471,11781.388724058019,12712.300854260488,12187.579087291788,12738.930803297599
11338.458206836387,10384.34483011052,9226.1780496550891,7664.3099195791265,9030.6830462624312,10823.80691045282,10523.503057146178,10595.159315986381,11063.448719932538,9304.2792254950418,8116.5496345849097,7963.697111985166,6487.3981252364492,5475.4896752551786,7795.9559726053658,9266.9034742469012,7029.976186167768,8018.9210430371313,8704.2440108703722,9403.0691687604995,8881.9590355102428,10937.062257507512,6983.024055446479,8145.1050787074082,10701.618297883801,10870.750060902259,11764.758566975392,12688.540493439885,12108.152211541288,12678.935534041788
11331.755622778197,10302.08554682111,9145.7751520488728,7688.3945668928636,8996.8613539732851,10740.732107264597,10528.728106490356,10535.358856866036,11032.001134056978,9283.8154303274332,8122.5166630802732,7994.9634577277138,6448.1362808488475,5484.9194367030213,7810.1037526650998,9266.0966124575443,7031.3683501366077,8042.546580547094,8705.1847039890636,9431.0822124767783,8925.1894344264238,10977.702707040062,6995.7691408022365,8206.0186362317381,10657.95482006768,10813.083310666982,11796.715723850195,12731.139555565411,12187.257583091523,12722.77763520511
11249.416354062845,10204.175097750373,9121.1682546252723,7605.8006593509272,8968.7283334787244,10713.400653154675,10430.407681789944,10489.098926576758,11005.887393676037,9231.4633099962357,8079.4794626245412,7976.3780053578121,6500.8340828544478,5462.2591834373352,7775.8568821190602,9244.2179975830495,7061.8356943346344,7978.5327714578616,8645.6269629237377,9355.5982576334354,8882.0834890152746,10938.425328776515,7002.7562508215087,8150.221159646765,10642.358972861248,10807.453668512959,11698.70888699928,12596.975451488444,12136.55174095883,12656.565793515974
11401.813769534856,10330.267609803139,9177.7272907827646,7677.8247317057912,8981.1125556216375,10743.160869186006,10422.650332115945,10512.465488151664,10968.622373578679,9246.3452506896701,8095.5801659272502,7939.034720223769,6469.895436254631,5495.7508613781665,7791.9766132196728,9263.9043840710019,7060.6676212878483,7990.2736047265998,8671.9843151527293,9370.4862933653476,8890.873045601893,11021.015258388592,7038.9972033103813,8174.8649990582835,10760.21871807539,10917.347831135125,11716.305198844264,12606.265893865411,12120.941296805502,12634.058203133331
11364.0057886508,10311.561955362147,9158.123237076139,7647.4614184423717,8967.796780668381,10762.959948603457,10455.217735434617,10583.006444793646,10993.154734245592,9234.0528318513825,8063.6846973270867,7912.2249969388695,6477.1366728017401,5457.3776978982351,7778.1983114173299,9252.7983753318349,7045.7996929659594,7974.6904989717787,8657.426640171012,9362.809924411491,8863.7330365007983,10953.532211797687,6997.1549721189303,8143.7986301243018,10746.869959576112,10897.024845193924,11670.347924565545,12565.821811604754,12091.070459233755,12595.741909054583
11412.45009393418,10421.086878246362,9260.0869646798365,7771.2260947675541,9071.5983700243942,10824.396623033192,10513.99110278867,10623.141319278682,11099.053196473527,9315.7596044884867,8106.8814148790898,7934.7325031677956,6505.899472973837,5487.6570678769267,7808.394238200106,9285.5541389443388,7039.8507767423716,8023.6356695087597,8694.911075653974,9406.2873957778866,8890.7748301897664,10963.369310811806,6979.811175443594,8173.9374253269525,10793.394742705106,10993.93967525382,11729.80054176605,12645.213763776112,12147.149718183009,12646.584038763971
11369.822180223477,10409.896293559854,9290.8021785724432,7799.7198018478739,9109.8758528861199,10847.025983306663,10573.907657090254,10638.685742960794,11076.500309778625,9303.7646914500892,8103.9385367782197,7943.9981910787228,6489.690822862256,5442.7871842845852,7778.5712939722653,9237.6246309431499,7014.6125402044781,7984.1026889463028,8666.2072466810496,9384.7327224954734,8848.4727954121245,10901.182429844612,7012.0764431230073,8160.0774233858119,10679.819871326861,10885.908575631665,11753.45137609982,12697.273288830957,12166.614721385233,12709.269723797255
11317.592540629159,10322.87482949209,9180.8562888134838,7686.8161436268438,9085.5663789950559,10770.713426180859,10554.684407039422,10583.475401657071,11073.079645335565,9288.1669533943186,8067.2278561650774,7912.5006723137676,6468.82658485306,5440.9820826967507,7792.2553118454152,9234.3593267504657,7049.9681868559201,7947.4019463762397,8643.2874875329762,9342.3247084435134,8870.6066831241187,10891.872895173929,7028.6181737506804,8164.9424083170506,10637.498250596431,10830.137597269013,11765.710249794085,12695.055646917175,12184.086796932917,12722.810483212425
11360.865449106097,10379.395490121331,9241.4023591061705,7690.0833070921817,9037.8733642045026,10797.538569730645,10487.176209012699,10581.841122113519,11021.432027250148,9291.1366428006277,8056.8339881567608,7909.5020435410888,6465.1994176897797,5480.9883792600604,7780.3783976687855,9297.2688295412008,7076.6189245229734,7960.8316979337005,8674.9989055597744,9370.6120105490772,8875.2036248948716,10933.608652515952,7026.9943929001402,8156.8372475982369,10683.255320815495,10897.891382923992,11800.476599052939,12705.485099668977,12232.264336271001,12745.852481302129
11404.112512278629,10429.77739852897,9243.5689536459668,7740.6366237926177,9037.5943659144486,10793.591786952742,10503.027704142962,10594.296156386792,11054.854436693391,9294.0494700925992,8079.1953839365997,7922.9025460772837,6464.3071459910234,5464.128526825094,7762.9879534202519,9207.9680810687696,7032.6123039462382,7977.7885718124344,8656.6848812728531,9401.2475928253916,8849.2522291968726,10869.59275505667,6967.9307838700915,8128.4976227550223,10657.718203439337,10846.756485024032,11689.200322841521,12583.130149860897,12077.619671141414,12598.176093092945
11429.650478738367,10374.248537704038,9191.8865275773351,7653.8465138221773,8998.9182273875631,10766.598717266974,10540.865158745766,10587.829920075821,11064.871467933408,9264.3883329501623,8112.6146840449419,7929.6762127424545,6457.910377467224,5456.9771006475812,7777.6728711454825,9225.20986267035,7030.9708996861636,7992.2076697841121,8648.1826757962172,9349.4319359499732,8859.3178460035633,10952.967015661336,6961.2900588808179,8114.918091054019,10653.496605937335,10814.634269013286,11695.068241497391,12618.195943762765,12094.033594408829,12613.047177700173
